video_duration_sec,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,text_length,verified_status_verified,author_ban_status_banned,author_ban_status_under review,colleague discovered,colleague learned,colleague read,discovered news,discussion board,friend learned,friend read,internet forum,learned media,media claim,news claim,point view,read media,social media,willing wager
19,920965.0,605480.0,82611.0,11620.0,4941.0,96,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35,7165.0,1123.0,185.0,22.0,0.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,231712.0,12348.0,771.0,79.0,36.0,90,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,679436.0,49529.0,4242.0,170.0,25.0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,233810.0,93172.0,31683.0,1679.0,1000.0,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,4529.0,614.0,185.0,5.0,1.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,677204.0,300663.0,117164.0,5638.0,2715.0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,680291.0,25360.0,472.0,467.0,59.0,113,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6,807585.0,100066.0,13921.0,144.0,16.0,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,5490.0,499.0,62.0,2.0,0.0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4315.0,269.0,49.0,6.0,0.0,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,9544.0,3354.0,81.0,61.0,24.0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2310.0,527.0,137.0,11.0,2.0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,465853.0,305353.0,65003.0,2275.0,1337.0,126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,5205.0,352.0,125.0,6.0,2.0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,602917.0,331145.0,80152.0,2796.0,1367.0,111,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,132.0,8.0,1.0,0.0,0.0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8084.0,1832.0,353.0,38.0,7.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,451498.0,120827.0,36915.0,1981.0,477.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,595824.0,45660.0,1653.0,507.0,60.0,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,9801.0,3874.0,42.0,16.0,0.0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5246.0,859.0,203.0,4.0,0.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,8926.0,2235.0,280.0,48.0,5.0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,435469.0,137225.0,29292.0,3357.0,1418.0,109,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,856884.0,495702.0,178582.0,7392.0,4070.0,138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,3433.0,685.0,98.0,16.0,0.0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3674.0,1352.0,183.0,10.0,0.0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,6847.0,2732.0,1038.0,50.0,18.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,740876.0,317319.0,102589.0,1535.0,653.0,87,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,265852.0,131604.0,6149.0,555.0,102.0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6594.0,938.0,282.0,3.0,1.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4012.0,743.0,8.0,10.0,3.0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5961.0,1238.0,60.0,5.0,1.0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,728166.0,14591.0,4023.0,164.0,18.0,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
45,330318.0,70267.0,11209.0,285.0,29.0,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,615985.0,379920.0,94865.0,5803.0,625.0,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3458.0,290.0,69.0,2.0,1.0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3383.0,1207.0,254.0,27.0,2.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,3986.0,1154.0,213.0,4.0,0.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6902.0,2861.0,20.0,27.0,1.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,6640.0,381.0,142.0,4.0,0.0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6478.0,856.0,156.0,15.0,2.0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,7539.0,3125.0,1228.0,61.0,2.0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9635.0,3261.0,678.0,71.0,2.0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,158321.0,93986.0,8415.0,1126.0,562.0,114,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,5424.0,1307.0,195.0,17.0,5.0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3092.0,702.0,220.0,3.0,0.0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,8777.0,3722.0,900.0,11.0,2.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,6104.0,2262.0,70.0,45.0,3.0,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3278.0,61.0,17.0,0.0,0.0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54,512246.0,327008.0,81615.0,6228.0,33.0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,136569.0,84022.0,17662.0,1172.0,681.0,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5642.0,1836.0,601.0,12.0,0.0,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,5415.0,1163.0,53.0,26.0,4.0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,7781.0,2744.0,1053.0,65.0,14.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1769.0,133.0,20.0,1.0,0.0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,3972.0,277.0,48.0,6.0,1.0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,7922.0,25.0,7.0,0.0,0.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,635234.0,80200.0,31082.0,1909.0,465.0,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,576808.0,40446.0,14970.0,597.0,286.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,699348.0,74919.0,4161.0,1772.0,492.0,107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,8899.0,738.0,72.0,10.0,2.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,521878.0,339848.0,8599.0,7120.0,1001.0,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,1152.0,337.0,85.0,3.0,0.0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2440.0,305.0,38.0,6.0,1.0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,8751.0,556.0,203.0,6.0,1.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,8892.0,2769.0,497.0,7.0,1.0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,140948.0,24394.0,9330.0,505.0,314.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,692016.0,165362.0,59382.0,911.0,384.0,99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,7452.0,2759.0,520.0,66.0,12.0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,3660.0,1176.0,96.0,2.0,1.0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,6566.0,2441.0,760.0,47.0,9.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,422142.0,47017.0,11583.0,839.0,360.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5783.0,1984.0,253.0,13.0,2.0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,6830.0,1198.0,117.0,14.0,1.0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,679162.0,257536.0,67064.0,5053.0,1312.0,116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,5883.0,1789.0,638.0,2.0,0.0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,8682.0,2881.0,406.0,57.0,19.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4411.0,664.0,243.0,14.0,1.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4121.0,1426.0,536.0,33.0,12.0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,243035.0,47707.0,1020.0,127.0,22.0,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,6603.0,1088.0,386.0,12.0,4.0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,479079.0,201046.0,64545.0,4636.0,2609.0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,554053.0,106118.0,39056.0,2296.0,421.0,72,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,998425.0,84751.0,22412.0,2077.0,373.0,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42,1308.0,453.0,106.0,0.0,0.0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,274624.0,175372.0,54747.0,3604.0,2333.0,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,9561.0,2701.0,188.0,36.0,14.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,400758.0,220320.0,8680.0,2032.0,1158.0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,9484.0,585.0,204.0,10.0,4.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,912374.0,580927.0,162352.0,5423.0,1265.0,106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,5307.0,517.0,167.0,10.0,1.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,9103.0,3312.0,859.0,28.0,6.0,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,227015.0,79056.0,8734.0,141.0,83.0,103,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26,7842.0,1862.0,31.0,28.0,3.0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5933.0,1345.0,333.0,33.0,11.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4436.0,170.0,56.0,4.0,1.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,4313.0,518.0,40.0,2.0,1.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,2371.0,701.0,272.0,15.0,4.0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3924.0,1103.0,154.0,14.0,2.0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,102756.0,25295.0,9500.0,391.0,223.0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,8625.0,3076.0,1113.0,56.0,3.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,2688.0,742.0,73.0,8.0,1.0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7717.0,986.0,252.0,8.0,2.0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,687.0,184.0,47.0,2.0,1.0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,594472.0,197152.0,50034.0,3198.0,1885.0,102,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22,1687.0,614.0,187.0,14.0,1.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,759451.0,477029.0,176338.0,2106.0,1132.0,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
52,8425.0,2807.0,732.0,62.0,18.0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,365040.0,184603.0,42230.0,3661.0,765.0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,497.0,202.0,50.0,1.0,0.0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2040.0,165.0,5.0,2.0,0.0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13,3893.0,163.0,46.0,1.0,0.0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,545903.0,266053.0,17075.0,4091.0,692.0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5958.0,490.0,71.0,11.0,0.0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,424534.0,215756.0,62575.0,4028.0,1157.0,84,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5,4603.0,711.0,135.0,16.0,5.0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,600124.0,37750.0,11971.0,470.0,208.0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,9704.0,3287.0,619.0,4.0,1.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3853.0,190.0,20.0,2.0,0.0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,847299.0,353916.0,93114.0,4505.0,520.0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9075.0,2580.0,987.0,16.0,4.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,890768.0,193431.0,51911.0,912.0,220.0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9420.0,871.0,232.0,13.0,5.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,255774.0,64381.0,8207.0,1085.0,651.0,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,561.0,88.0,21.0,1.0,0.0,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,792503.0,395464.0,104560.0,2608.0,101.0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,126131.0,83456.0,6644.0,518.0,4.0,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,644891.0,248207.0,87124.0,633.0,56.0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,354643.0,74339.0,10046.0,531.0,81.0,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,676766.0,229853.0,68636.0,2515.0,796.0,79,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,273508.0,130033.0,9427.0,810.0,216.0,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,461392.0,250218.0,69374.0,5026.0,2787.0,82,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
7,9927.0,3986.0,123.0,42.0,16.0,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,632946.0,334586.0,4316.0,6496.0,444.0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5319.0,1162.0,457.0,21.0,1.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,194433.0,108963.0,42929.0,1610.0,384.0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,6730.0,1812.0,258.0,36.0,1.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,57169.0,3080.0,371.0,18.0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7878.0,1860.0,622.0,33.0,8.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9098.0,211.0,81.0,0.0,0.0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,6043.0,1484.0,62.0,23.0,6.0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,300329.0,170534.0,62911.0,1892.0,151.0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,806176.0,163583.0,33980.0,1761.0,867.0,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,562582.0,130285.0,5000.0,1797.0,661.0,102,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,35913.0,12303.0,1931.0,92.0,2.0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,508505.0,99415.0,3824.0,1204.0,445.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,7798.0,2204.0,2.0,20.0,2.0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,60.0,17.0,5.0,0.0,0.0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,792813.0,285084.0,56597.0,5146.0,3413.0,105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20,8561.0,61.0,23.0,1.0,0.0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2565.0,199.0,75.0,3.0,0.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,330814.0,203318.0,19076.0,431.0,35.0,111,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25,294486.0,59491.0,11882.0,309.0,4.0,96,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
52,7935.0,2602.0,593.0,49.0,19.0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,693.0,79.0,10.0,1.0,0.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1702.0,385.0,82.0,9.0,3.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,902805.0,278677.0,39574.0,6915.0,810.0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,889286.0,298379.0,71127.0,3293.0,718.0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6399.0,1077.0,126.0,18.0,5.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,363352.0,213488.0,84079.0,21.0,6.0,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4850.0,677.0,72.0,7.0,1.0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,3214.0,1308.0,497.0,11.0,3.0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,581882.0,327860.0,114098.0,4405.0,1741.0,103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,1820.0,400.0,34.0,4.0,0.0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,44988.0,28789.0,4581.0,525.0,157.0,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,164335.0,102686.0,39984.0,1124.0,439.0,118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,994532.0,220204.0,74127.0,992.0,236.0,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,690565.0,399789.0,119114.0,6019.0,3787.0,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
34,852179.0,70693.0,4012.0,1643.0,665.0,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2507.0,102.0,6.0,1.0,0.0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,318195.0,140363.0,42506.0,225.0,59.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,7139.0,1652.0,410.0,32.0,2.0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,809173.0,55134.0,7052.0,1041.0,262.0,113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,5582.0,503.0,16.0,1.0,0.0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,6437.0,1962.0,539.0,30.0,12.0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,28595.0,12420.0,4037.0,268.0,120.0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,297316.0,165057.0,62830.0,1850.0,332.0,87,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
42,838632.0,285898.0,13410.0,6323.0,4189.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,794004.0,68594.0,1742.0,1166.0,324.0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,5765.0,725.0,232.0,16.0,0.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6996.0,186.0,45.0,1.0,0.0,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,262.0,114.0,36.0,2.0,1.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,658442.0,265940.0,66405.0,898.0,84.0,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,7183.0,1222.0,350.0,11.0,1.0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,756472.0,170466.0,29015.0,1343.0,188.0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8363.0,1018.0,207.0,22.0,2.0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1560.0,125.0,35.0,0.0,0.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,7196.0,2123.0,765.0,42.0,16.0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,462603.0,193187.0,65652.0,118.0,10.0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4930.0,2142.0,839.0,23.0,5.0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4075.0,393.0,111.0,2.0,0.0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,7706.0,922.0,360.0,11.0,3.0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,7367.0,1486.0,263.0,1.0,0.0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7986.0,151.0,58.0,2.0,0.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3947.0,324.0,43.0,1.0,0.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1039.0,303.0,111.0,6.0,0.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,214187.0,46099.0,10109.0,182.0,26.0,87,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6,740049.0,486056.0,128900.0,5396.0,2597.0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,4812.0,1991.0,117.0,15.0,3.0,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,5791.0,942.0,96.0,18.0,7.0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,84079.0,8262.0,2954.0,93.0,48.0,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,960805.0,485714.0,181550.0,8803.0,1498.0,99,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37,966392.0,246624.0,66651.0,2915.0,1925.0,117,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
19,676970.0,9137.0,3462.0,76.0,23.0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5607.0,407.0,90.0,4.0,1.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,267499.0,164621.0,16314.0,127.0,75.0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,219582.0,139792.0,30099.0,1479.0,568.0,103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,345961.0,95865.0,23241.0,1883.0,177.0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,499748.0,139168.0,15716.0,3102.0,1182.0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,724314.0,97940.0,36291.0,1525.0,561.0,94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13,9540.0,3570.0,579.0,33.0,10.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,138721.0,46904.0,7329.0,636.0,319.0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,610873.0,67259.0,1976.0,851.0,36.0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,390130.0,49103.0,12898.0,722.0,71.0,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,757131.0,187499.0,47379.0,3031.0,225.0,91,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
53,9437.0,815.0,313.0,19.0,0.0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,81095.0,29950.0,2660.0,431.0,83.0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7126.0,780.0,94.0,5.0,2.0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1962.0,569.0,104.0,0.0,0.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,606621.0,299444.0,71135.0,3964.0,1948.0,86,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
